S.NO,Reg_No,Address,"No. of
Children","Status of the
Institution",Name of the Orphanage,City,Country,State,Column1,Column3,Column4,Column2,Column22,Column23,Column24,Column25,Column26
396,533/DSW/2011,"The Salvation Army – Nobel Memorial Boy’s Home, Vallioor, Tirunelvelli District - 627 117.",22,"3 years
registration",The Salvation Army – Nobel Memorial Boy’s Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
397,233/DSW/2010,"St. Alphonsa Bala Bavan, Idayankulam, Ulagankulam (Panchayath) Tirunelveli District – 627 502.",15,"3 years
registration",St. Alphonsa Bala Bavan,Tirunelveli,India,Tamil Nadu,,,,,,,,,
398,234/DSW/2010,"The Dohnavur Fellowship, Dohnavur, Tirunelveli District – 627 102.",133,"3 years
registration",The Dohnavur Fellowship,Tirunelveli,India,Tamil Nadu,,,,,,,,,
399,257/DSW/2010,"Berea Girls Home, 6 Lankarkana Street, Palayamkottai, Tirunelveli District-627002",30,"3 years
registration",Berea Girls Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
400,258/DSW/2010,"The Society of Mother of Sorrows Servants of Mary – Holy Family Home for Children, Vadakangulam, Tirunelveli District – 627116",87,"3 years
registration",The Society of Mother of Sorrows Servants of Mary – Holy Family Home for Children,Tirunelveli,India,Tamil Nadu,,,,,,,,,
401,259/DSW/2010,"Sri Swami Vivekananda Ashramam, 159, Sri Sarada Nagar, (Near Five Falls), Thirucoutrallam-627802, Tirunelveli District",34,"3 years
registration",Sri Swami Vivekananda Ashramam,Tirunelveli,India,Tamil Nadu,,,,, Thirucoutrallam-627802, Tirunelveli District,,,
402,278/DSW/2010,"Masters Vision Educational & Charitable Trust, Main Road, Vadakku Ariyanayakipuram, Tirunelveli – 627 603",23,"3 years
registration",Masters Vision Educational & Charitable Trust,Tirunelveli,India,Tamil Nadu,,,,,,,,,
403,279/DSW/2010,"South India Rural Development Mission’s – Children’s Home, 39D, Anavarada Sundara Vinayagar Kovil North Street, New Colony, Palayapettai Gandhi Nagar (post), Tirunelveli-8",24,"3 years
registration",South India Rural Development Mission’s – Children’s Home,Tirunelveli,India,Tamil Nadu,,,,, Palayapettai Gandhi Nagar (post), Tirunelveli-8,,,
404,280/DSW/2010,"Little Flower Home for Children (Destitute), Duraikudieruppu, Tirunelveli District- 627112",125,"3 years
registration",Little Flower Home for Children (Destitute),Tirunelveli,India,Tamil Nadu,,,,,,,,,
405,342/DSW/2011,"Bethel Boys Home, Shanthi Nagar, (Near Police Quarters) Palayamkottai, Tirunelveli District - 627002",99,"3 years
registration",Bethel Boys Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
406,343/DSW/2011,"Bethel Girls Home, 1/D2, St.Thomas Road, Maharaja Nagar, Tirunelveli – 627 011",181,"3 years
registration",Bethel Girls Home,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli – 627 011,,,,
407,372/DSW/2011,"Kalvari Anbu Trust, 53/10, AnnaNagar, Alangulam, Tirunelveli District – 627851",25,"3 years
registration",Kalvari Anbu Trust,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District – 627851,,,,
408,395/DSW/2011,"Amaithi Illam, (Run by Vallioor Multipurpose Social Service Society), Kalanthapanai, Vallioor, Tirunelveli District",40,"3 years
registration",Amaithi Illam,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District,,,,
409,220/DSW/2010,"Emmanuel Children’s Home (run by: Emmanuel Charitable & Educational Trust,) Melagaram, Tenkasi -627 818, Tirunelvelli District.",19,"3 years
registration",Emmanuel Children’s Home (run by: Emmanuel Charitable & Educational Trust,Tirunelveli,India,Tamil Nadu,,,,,,,,,
410,221/DSW/2010,"St. Lourdes Mercy Home, East Kodankulam, Munanjipatti Post, Nanguneri Taluk, Tirunelveli District -627 355.",55,"3 years
registration",St. Lourdes Mercy Home,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District -627 355.,,,,
411,222/DSW/2010,"Udavumullangal Minority Educational and Charitable Trust, 1016c/., 1^{st} Cross Street, Kamaraj Nagar, Palayamkottai, Tirunelveli District – 627 002",54,"3 years
registration",Udavumullangal Minority Educational and Charitable Trust,Tirunelveli,India,Tamil Nadu,,,,, Palayamkottai, Tirunelveli District – 627 002,,,
412,223/DSW/2010,"Sharon Children’s Home, No.71 A, Ayyanarkulam Main Road, Vickramasingapuram – 627 425, Tirunelvelli District.",15,"3 years
registration",Sharon Children’s Home,Tirunelveli,India,Tamil Nadu,,,,, Tirunelvelli District.,,,,
413,227/DSW/2010,"HOPE Foundation, 16C,’C’ Colony, 9^{th} Cross, Perumalpuram, Palayamkottai, Tirunelveli – 627 007",42,"3 years
registration",HOPE Foundation,Tirunelveli,India,Tamil Nadu,,,,, Perumalpuram, Palayamkottai, Tirunelveli – 627 007,,
414,228/DSW/2010,"T.V.G.M. Immanuel Children Home Kundal, K.K. Puram Post, Thisaiyan vilai, Tirunelveli District- 627 657.",18,"3 years
registration",T.V.G.M. Immanuel Children Home Kundal,Tirunelveli,India,Tamil Nadu,,,,,,,,,
415,229/DSW/2010,"Tinnevelly Diocesan Trust Association – Rev.Vethanayagam Girls Home, Vegaikulam, Tirunelveli District – 627 754.",17,"3 years
registration",Tinnevelly Diocesan Trust Association – Rev.Vethanayagam Girls Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
416,230/DSW/2010,"Mother Therasa Home for Children, S.F.No.833, Shamugarengapuram Village and Panchayat, Radhapuram Taluk, Tirunelveli District.",34,"3 years
registration",Mother Therasa Home for Children,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District.,,,,
417,231/DSW/2010,"Good News Mission Jehovah Jireh Orphanage-8, 500P, No.218 Golden Nagar, Ponma Nagar, South Kallidaikurichi, Tirunelvelli District- 627 416.",14,"3 years
registration",Good News Mission Jehovah Jireh Orphanage-8,Tirunelveli,India,Tamil Nadu,,,,, South Kallidaikurichi, Tirunelvelli District- 627 416.,,,
418,232/DSW/2010,"Save The Babies Charitable Society, Plot.No. 1 Plot.No.13- Mayan Nagar II, Thirumalnagar, Thamirabarani Salai, Tirunelvelli District.",21,"3 years
registration",Save The Babies Charitable Society,Tirunelveli,India,Tamil Nadu,,,,, Tirunelvelli District.,,,,
419,83/DSW/2010,"Sharon Children’s Home, 1/18-A, Oochikulam, Kalakad Panchayat Union, Nanguneri (Tk), Tirunelveli District – 627 108",18,"3 years
registration",Sharon Children’s Home,Tirunelveli,India,Tamil Nadu,,,,, Nanguneri (Tk), Tirunelveli District – 627 108,,,
420,84/DSW/2010,"Aum Pranava Ashram Trust, C-1-8, Five Falls Bypass Road, Ilanji, Tirunelveli District – 627 805.",55,"3 years
registration",Aum Pranava Ashram Trust,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District – 627 805.,,,,
421,100/DSW/2010,"Zion Bethel Home (run by Loving Hands India Trust) 6-9-5, Agraharam, 1^{st} Street, Sambavarvadakarai, Tenkasi (Taluk), Tirunelveli – 627 856",25,"3 years
registration",Zion Bethel Home (run by Loving Hands India Trust) 6-9-5,Tirunelveli,India,Tamil Nadu,,,,, Tenkasi (Taluk), Tirunelveli – 627 856,,,
422,101/DSW/2010,"Yusuffia Charitable Trust C-52, Thaikka Street, Thatchanallur (post), Tirunelveli – 627 358",41,"3 years
registration",Yusuffia Charitable Trust C-52,Tirunelveli,India,Tamil Nadu,,,,,,,,,
423,102/DSW/2010,"Good News Mission Orphanage-4 144-A, N.G.O. “A” colony, Perumalpuram, Tirunelveli- 627 007",21,"3 years
registration",Good News Mission Orphanage-4 144-A,Tirunelveli,India,Tamil Nadu,,,,,,,,,
424,103/DSW/2010,"St. Joseph’s Home for Children No.89, Church Street, Sendamaram, Tirunelveli- 627 857",118,"3 years
registration",St. Joseph’s Home for Children No.89,Tirunelveli,India,Tamil Nadu,,,,,,,,,
425,104/DSW/2010,"The Life Changing Mission Blessing Home 12-A, Ezhilnagar, Melagaram, Tenkasi, Tirunelveli – 627 818",25,"3 years
registration",The Life Changing Mission Blessing Home 12-A,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli – 627 818,,,,
426,119/DSW/2010,"St. Annai Theresa Welfare Organisation, 2/149, perinbapuram, Sengulam post, moundrataippu (via), Tirunelveli – 627 152",10,"3 years
registration",St. Annai Theresa Welfare Organisation,Tirunelveli,India,Tamil Nadu,,,,, moundrataippu (via), Tirunelveli – 627 152,,,
427,216/DSW/2010,"Kiruba Charitable Trust, 57, College Road, Perumalpuram, Tirunelveli- 627 007.",40,"3 years
registration",Kiruba Charitable Trust,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli- 627 007.,,,,
428,217/DSW/2010,"St. Joseph’s Home for Children, T.Kallikulam, Radhapuram Taluk, Tirunelveli District- 627 113.",80,"3 years
registration",St. Joseph’s Home for Children,Tirunelveli,India,Tamil Nadu,,,,,,,,,
429,218/DSW/2010,"CPM Children’s Home, D.No.27, 5B,5C, Pampankulam, kalanathapaanai Post, Tirunelveli District- 627109.",44,"3 years
registration",CPM Children’s Home,Tirunelveli,India,Tamil Nadu,,,,, Pampankulam, kalanathapaanai Post, Tirunelveli District- 627109.,,
430,219/DSW/2010,"Gentle Hands Of India – Destiny Village Children’s Home, Nallanatharpuram, K.C. Puram Post, Padmanevi (via), Tirunelvelli District – 627 502.",40,"3 years
registration",Gentle Hands Of India – Destiny Village Children’s Home,Tirunelveli,India,Tamil Nadu,,,,, Tirunelvelli District – 627 502.,,,,
431,39/DSW/2010,"Miracle Newlife Social Welfare Trust, 16, Sannathi Street, Vickamasingapuram, Ambasumudram, Tirunelveli District",20,"3 years
registration",Miracle Newlife Social Welfare Trust,Tirunelveli,India,Tamil Nadu,,,,, Ambasumudram, Tirunelveli District,,,
432,44/DSW/2010,"Society of Servi Domini 6/128 Opp. Government High School Burkima Nagar, Tirunelveli District",22,"3 years
registration",Society of Servi Domini 6/128 Opp. Government High School Burkima Nagar,Tirunelveli,India,Tamil Nadu,,,,,,,,,
433,45/DSW/2010,India Revival Ministries Children Home 6/3/109 L.S.A. Building Keela Surandai Tirunelveli District,20,"3 years
registration",India Revival Ministries Children Home 6/3/109 L.S.A. Building Keela Surandai Tirunelveli District,Tirunelveli,India,Tamil Nadu,,,,,,,,,
434,51/DSW/2010,"Good News Mission Bethel Boys Orphanage Ambai Main Road, Tharuvai Tirunelveli District",50,"3 years
registration",Good News Mission Bethel Boys Orphanage Ambai Main Road,Tirunelveli,India,Tamil Nadu,,,,,,,,,
435,52/DSW/2010,Good News Mission Bethel Girls Orphanage 38/1 Main Road Perumal Puram Tirunelveli District,49,"3 years
registration",Good News Mission Bethel Girls Orphanage 38/1 Main Road Perumal Puram Tirunelveli District,Tirunelveli,India,Tamil Nadu,,,,,,,,,
436,53/DSW/2010,"Community Oriented Rehabilitation Association 10/11 Valluvar Colony Reddiyarpatti Post, Tirunelveli District",34,"3 years
registration",Community Oriented Rehabilitation Association 10/11 Valluvar Colony Reddiyarpatti Post,Tirunelveli,India,Tamil Nadu,,,,,,,,,
437,54/DSW/2010,"Vidiyal Rosi Rose Children Home 0/1 Vadalivilai, North Valliyur Tirunelveli District",60,"3 years
registration",Vidiyal Rosi Rose Children Home 0/1 Vadalivilai,Tirunelveli,India,Tamil Nadu,,,,,,,,,
438,55/DSW/2010,Selvi Amma Karunai Illam SolaiSeri Tirunelveli District,57,"3 years
registration",Selvi Amma Karunai Illam SolaiSeri Tirunelveli District,Tirunelveli,India,Tamil Nadu,,,,,,,,,
439,56/DSW/2010,"Salvation and Praise Healthy Society, Alvaneri, Moolakarai Pathy (via), Tirunelveli District.",25,"3 years
registration",Salvation and Praise Healthy Society,Tirunelveli,India,Tamil Nadu,,,,,,,,,
440,57/DSW/2010,"Puthiya Yerusalam Ashram, Rajakkal Mangalam, Nanguneri (TK), Tirunelveli District",25,"3 years
registration",Puthiya Yerusalam Ashram,Tirunelveli,India,Tamil Nadu,,,,,,,,,
441,59/DSW/2010,"Sunrise Charitable Society, 20A, Ambai Main Road, Gopalasamudram (Po), Tirunelveli District",41,"3 years
registration",Sunrise Charitable Society,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District,,,,
442,80/DSW/2010,"Hermine’s Home for the Destitute, 484-A, Main Road, Rosmiapuram, Panagudi, Tirunelveli District – 627 109.",34,"3 years
registration",Hermine’s Home for the Destitute,Tirunelveli,India,Tamil Nadu,,,,, Panagudi, Tirunelveli District – 627 109.,,,
443,81/DSW/2010,"Zion Children’s Home 3/3, Main Road, Thisayanvilai, Idayankudi, Tirunelveli District – 627 651",10,"3 years
registration",Zion Children’s Home 3/3,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District – 627 651,,,,
444,82/DSW/2010,"St. Anne’s Normal Home, Anaiyarkulam, Perumalpuram (po), Tirunelveli District – 627 007.",61,"3 years
registration",St. Anne’s Normal Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
445,7/DSW/2010,"Christian Mission Service Childrens Home, Kesavaneri Road, Vallioor, Tirunelveli District.",247,"3 years
registration",Christian Mission Service Childrens Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
446,8/DSW/2010,"Christian Mission Service Childrens Home, Kudankulam, Rathapuram Taluk, Tirunelveli District.",175,"3 years
registration",Christian Mission Service Childrens Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
447,9/DSW/2010,"Christian Mission Service Weaving Institute Trainees, Kesavaneri Road, Vallioor, Tirunelveli District.",10,"3 years
registration",Christian Mission Service Weaving Institute Trainees,Tirunelveli,India,Tamil Nadu,,,,,,,,,
448,10/DSW/2010,"Christian Mission Service Children’s Home, Reddiarpatti, Tirunelveli District.",271,"3 years
registration",Christian Mission Service Children’s Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
449,11/DSW/2010,"Christian Mission Service Children’s Home, Vadakankulam, Tirunelveli District.",257,"3 years
registration",Christian Mission Service Children’s Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
450,12/DSW/2010,"Christian Mission Service Tailoring Institute, Vadakankulam, Tirunelveli District.",29,"3 years
registration",Christian Mission Service Tailoring Institute,Tirunelveli,India,Tamil Nadu,,,,,,,,,
451,25/DSW/2010,"Unity Foundation 39, Chellathai Nagar New Colony Extn., Tirunelveli District",60,"3 years
registration",Unity Foundation 39,Tirunelveli,India,Tamil Nadu,,,,,,,,,
452,27/DSW/2010,"Kings World Trust for Children (boys) Pudhur, Achampadu Post Tirunelveli District",78,"3 years
registration",Kings World Trust for Children (boys) Pudhur,Tirunelveli,India,Tamil Nadu,,,,,,,,,
453,28/DSW/2010,"Kings World Trust for Children (Girls) Pudhur, Achampadu Post Tirunelveli District",69,"3 years
registration",Kings World Trust for Children (Girls) Pudhur,Tirunelveli,India,Tamil Nadu,,,,,,,,,
454,29/DSW/2010,"Grail Trust India Chinnammal Puram Dhalapathy Samudaram Post Tirunelveli District (The registration given to this institution was withdrawn vide Proceedings No.5953/CW-2/2010, dated:19/09/2011)",86,"3 years
registration
CANCELLED",Grail Trust India Chinnammal Puram Dhalapathy Samudaram Post Tirunelveli District (The registration given to this institution was withdrawn vide Proceedings No.5953/CW-2/2010,Tirunelveli,India,Tamil Nadu,,,,,,,,,
455,30/DSW/2010,"Eternal Peace Mission, 84-D, Aladi Street, Cheranmahadevi, Tirunelveli Distirct",16,"3 years
registration",Eternal Peace Mission,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli Distirct,,,,
456,31/DSW/2010,"Sri Ramakrishna Siruvar Kappagam Cum Middle School, Bharthwaja Ashram, Cherankovilpattu, Cheranmahadevi, Tirunelveli District",89,"3 years
registration",Sri Ramakrishna Siruvar Kappagam Cum Middle School,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District,,,,
604,551/DSW/2011,"St. John Sangam Trust -St. John Home for Children, Pongalur – 641 667, Palladam Taluk, Tiruppur District.",25,"3 years
registration",St. John Sangam Trust -St. John Home for Children,Tiruppur,India,Tamil Nadu,,,,,,,,,
605,613/DSW/2011,"Tiruppur Social Service Organisation (TISSO) – Helping Hearts Home, 58, Nehru Street extension, 15 Velampalayam, Tiruppur District",43,"3 years
registration",Tiruppur Social Service Organisation (TISSO) – Helping Hearts Home,Tiruppur,India,Tamil Nadu,,,,, Tiruppur District,,,,
606,614/DSW/2011,"SAVE (Social Awareness and Voluntary Education), Velayuthampalayam Privu, Alagumalai, Tiruppur – 641 665",26,"3 years
registration",SAVE (Social Awareness and Voluntary Education),Tiruppur,India,Tamil Nadu,,,,,,,,,
607,149/DSW/2010,"Tirupur Anbu Illam (Admn. Swamy Vivekananda Trust), Vivekananda Nagar, Pongapalayam Panchayat Union, Tirumurugan Poondi (post), Tirupur – 641 652",185,"3 years
registration",Tirupur Anbu Illam (Admn. Swamy Vivekananda Trust),Tiruppur,India,Tamil Nadu,,,,, Tirupur – 641 652,,,,
608,256/DSW/2010,"Arul Jothi Ashramam, 153/91F Amaravathi River Road, Dharapuram 638 656, Tirupur District.",25,"3 years
registration",Arul Jothi Ashramam,Tiruppur,India,Tamil Nadu,,,,,,,,,
609,305/DSW/2010,"Tiruppur Auxilium Salesian Sisters Society – Marialaya, No.8/IE/122, Anna Nagar, Anuparpalayam post, Thaneer pandhal, Tiruppur District – 641 652",50,"3 years
registration",Tiruppur Auxilium Salesian Sisters Society – Marialaya,Tiruppur,India,Tamil Nadu,,,,, Thaneer pandhal, Tiruppur District – 641 652,,,
610,306/DSW/2010,"Coimbatore Diocese Society – St.Joseph’s Home for Children, Dharapuram – 638656, Tiruppur District",60,"3 years
registration",Coimbatore Diocese Society – St.Joseph’s Home for Children,Tiruppur,India,Tamil Nadu,,,,,,,,,
611,369/DSW/2011,"Karunaivillaa Children’s Home, S. Periyapalayam, Uthukuli Road, Triuppur- 641 607.",30,"3 years
registration",Karunaivillaa Children’s Home,Tiruppur,India,Tamil Nadu,,,,,,,,,
612,370/DSW/2011,"The Covai Medical Educational and Welfare Service of Bethel Assembly Church Gospel Trust, 4/561-11, Pedappampatti Post, Gudimangalam, Tirupur District – 642 205.",30,"3 years
registration",The Covai Medical Educational and Welfare Service of Bethel Assembly Church Gospel Trust,Tiruppur,India,Tamil Nadu,,,,, Tirupur District – 642 205.,,,,
613,547/DSW/2011,"Society for Education, Empowerment and Development (SEED) – Samathanam Children’s Home, 1/849, Kasigoundan Pudur, Rakiyapalayam Post, Mangalam Road, Avinashi – 641 654, Tirupur District",44,"3 years
registration",Society for Education,Tiruppur,India,Tamil Nadu,,,,, Rakiyapalayam Post, Mangalam Road, Avinashi – 641 654, Tirupur District,
614,548/DSW/2011,"Peace Fellowship – Annai Koch Home for Girls, Pongalur, Palladam (Tk), Tiruppur District – 641 667",49,"3 years
registration",Peace Fellowship – Annai Koch Home for Girls,Tiruppur,India,Tamil Nadu,,,,,,,,,
615,549/DSW/2011,"Coimbatore Diocese Society – St.Francis Xavier Home for Children, Chruch Road, Dharapuram, Tiruppur District – 638 656",128,"3 years
registration",Coimbatore Diocese Society – St.Francis Xavier Home for Children,Tiruppur,India,Tamil Nadu,,,,,,,,,
616,550/DSW/2011,"Heart for Jesus Ministries – Immanuel Children Home, 34A, Sriram Nagar, Udumalpet, Tiruppur District",14,"3 years
registration",Heart for Jesus Ministries – Immanuel Children Home,Tiruppur,India,Tamil Nadu,,,,, Tiruppur District,,,,
343,687/DSW/2012,"Don Bosco Tribal Development Society, Jamunamarthur, Jawadhi Hills, Thiruvannamalai District – 635703",111,"3 years
registration",Don Bosco Tribal Development Society,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
344,488/DSW/2011,"The Diocese of Vellore Society – Bishop David Home for Children, Chetpet , Thiruvannamalai District – 606 801",212,"3 years
registration",The Diocese of Vellore Society – Bishop David Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
345,489/DSW/2011,"Arunai Charitable Trust – Arunai Children Home, 1 M.K.V., Street, Ramana Nagar, Tiruvannamalai – 606 603",13,"3 years
registration",Arunai Charitable Trust – Arunai Children Home,Tiruvannamalai,India,Tamil Nadu,,,,, Tiruvannamalai – 606 603,,,,
346,490/DSW/2011,"The Arni Auxilium Society – St. Joseph’s Home for Children, St. Joseph’s Convent, Arni - 632 301, Tiruvannamalai District",122,"3 years
registration",The Arni Auxilium Society – St. Joseph’s Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
347,491/DSW/2011,"Sri Annamalaiyar Trust- Help for Lives, Kosalai Village, Seshadhri Nagar, Opp to Logamadha Ashram, Adi Annamalai Panchayat, Tiruvannamalai District",30,"3 years
registration",Sri Annamalaiyar Trust- Help for Lives,Tiruvannamalai,India,Tamil Nadu,,,,, Adi Annamalai Panchayat, Tiruvannamalai District,,,
348,492/DSW/2011,"Jamunamarathur Auxilium Selestian Sisters – Deepam Home for Tribal Girls, Jamunnamarathur, Jawadhi Hills, Tiruvannamalai District",172,"3 years
registration",Jamunamarathur Auxilium Selestian Sisters – Deepam Home for Tribal Girls,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
349,493/DSW/2011,"TamilNadu Vincentian Charitable Society – Arulanander Children’s Home, Thukkapet post, Chengam – 606709, Tiruvannamalai District",43,"3 years
registration",TamilNadu Vincentian Charitable Society – Arulanander Children’s Home,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
350,518/DSW/2011,"The Third Order of Saint Francis of Assisi Sister’s Society – St. Lourdes Home for Children, Thiruvathipuram, Cheyyar – 604 407, Thiruvannamalai District",127,"3 years
registration",The Third Order of Saint Francis of Assisi Sister’s Society – St. Lourdes Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
351,519/DSW/2011,"St. Antony’s Foundlings – Shanthi Lumin Children Home, C.Nammiyandal, Chengam Taluk, Tiruvannamalai District",76,"3 years
registration",St. Antony’s Foundlings – Shanthi Lumin Children Home,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
352,540/DSW/2011,"St. Aloysius Charitable Educational Social Development Society – St.Aloysius Home for Children, Vettavalam – 606754, Tiruvannamalai District",500,"3 years
registration",St. Aloysius Charitable Educational Social Development Society – St.Aloysius Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
353,621/DSW/2011,"“ The Franciscan Sisters of St. Joseph Society No V- Infant Jesus Home for Children, St. Mary’s Convent, Pathiavaram, Susai Nagar Post, Polur Taluk,. Thiruvannamalai District- 632 326",103,"3 years
registration",“ The Franciscan Sisters of St. Joseph Society No V- Infant Jesus Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,, Polur Taluk,. Thiruvannamalai District- 632 326,,,
354,671/DSW/2012,"NMS Tribal Girls Hostel, Jaumunamarathur Village, Kovilur Village Panchayat, Polur Taluk, Thiruvannamalai District – 635 703.",152,"3 years
registration",NMS Tribal Girls Hostel,Tiruvannamalai,India,Tamil Nadu,,,,, Thiruvannamalai District – 635 703.,,,,
355,76/DSW/2010,"Sweet Childen Home (Cora), Thanamedu – Tindivanam Road, Sambanthanur, pallikonda pattu (po), Thiruvannamalai – 606 616",43,"3 years
registration",Sweet Childen Home (Cora),Tiruvannamalai,India,Tamil Nadu,,,,, Thiruvannamalai – 606 616,,,,
356,77/DSW/2010,"Health Education Board for Rural Orphan and Neglected (HEBRON), Manjampoondi village, Kilsirupakkam (po), Thiruvannamalai – 606 707",120,"3 years
registration",Health Education Board for Rural Orphan and Neglected (HEBRON),Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
357,92/DSW/2010,"St. Joseph’s Orphanage Athipet, Jamunamarathur, Jawathu Hills, Thiruvannamalai – 635 703",300,"3 years
registration",St. Joseph’s Orphanage Athipet,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
358,113/DSW/2010,"Puspam Girls Home (Terme des homes core Trust), Perumpakkam Road, Annaipirandhan village, Tiruvannamalai – 606 603",48,"3 years
registration",Puspam Girls Home (Terme des homes core Trust),Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
359,114/DSW/2010,"MDM Boy’s Home, (Termedes homes core Trust) Perumpakkam Road, Tiruvannamalai District",20,"3 years
registration",MDM Boy’s Home,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
360,129/DSW/2010,"AIM for Seva Kuppusami Chatralaya, 3 Hospital Street, Polur, Tiruvannamalai District – 606 803",20,"3 years
registration",AIM for Seva Kuppusami Chatralaya,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
361,130/DSW/2010,"Saraswathi Children Home 381, Main Road, Vediyappanur Village, Adi Annamalai Post, Tiruvannamalai District – 606 604",14,"3 years
registration",Saraswathi Children Home 381,Tiruvannamalai,India,Tamil Nadu,,,,, Tiruvannamalai District – 606 604,,,,
362,141/DSW/2010,"Thirumathi Kannammal Educational Trust ACS Siruvargal Adaravu illam Arcot road, Irumbedu, Arni Taluk, Thiruvannamalai District",45,"3 years
registration",Thirumathi Kannammal Educational Trust ACS Siruvargal Adaravu illam Arcot road,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
363,254/DSW/2010,"Emmanuel Home for the Orphans, No.14, New Kancheepuram Road, Cheyyar -604 407, Thiruvannamalai District.",15,"3 years
registration",Emmanuel Home for the Orphans,Tiruvannamalai,India,Tamil Nadu,,,,, Thiruvannamalai District.,,,,
364,255/DSW/2010,"Christu Jyothi Children’s Home, S. Andapet, Thanipadi Post, Chengam Taluk, Tiruvannamalai District - 606 708",59,"3 years
registration",Christu Jyothi Children’s Home,Tiruvannamalai,India,Tamil Nadu,,,,, Tiruvannamalai District - 606 708,,,,
365,368/DSW/2011,"“St. Antony Rural Educational Development Association-Pavithram”, Pavithram post, Thiruvannamalai District 606 806.",765,"3 years
registration",“St. Antony Rural Educational Development Association-Pavithram”,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
366,377/DSW/2011,"Don Bosco ITC, Polur, Tiruvannamalai District",80,"3 years
registration",Don Bosco ITC,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
367,386/DSW/2011,"The Diocese of Vellore Society – Punitha Sahaya Annai Boys Home, Pavithram Post -606 806, Thiruvannamalai District",405,"3 years
registration",The Diocese of Vellore Society – Punitha Sahaya Annai Boys Home,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
368,1/DSW/2010,"Sacred Heart Home for Children Polur Auxilium Society, Sacred Heart Convent Polur, Thiruvannamalai District.",343,"3 years
registration",Sacred Heart Home for Children Polur Auxilium Society,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
369,2/DSW/2010,"Women’s Education and Economic Development Society (WEEDS), Agrapalayam Road, R.T. Mangalam, Arni Taluk, Thiruvannamalai District",29,"3 years
registration",Women’s Education and Economic Development Society (WEEDS),Tiruvannamalai,India,Tamil Nadu,,,,, Thiruvannamalai District,,,,
370,3/DSW/2010,"St. Joseph Orphanage, Susai Nagar, Tiruvannamalai District.",300,"3 years
registration",St. Joseph Orphanage,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
371,4/DSW/2010,"Nirmala Home for Children, Susai Nagar, Tiruvannamalai District.",50,"3 years
registration",Nirmala Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
372,5/DSW/2010,"St. Antony’s Home for Children, St. Anne’s Convent, Chetpet, Polur Taluk, Tiruvannamalai District.",222,"3 years
registration",St. Antony’s Home for Children,Tiruvannamalai,India,Tamil Nadu,,,,, Tiruvannamalai District.,,,,
373,32/DSW/2010,Sacred Heart Home for Children Vandavasi (Kancheepuram Road) Tiruvannamalai District,50,"3 years
registration",Sacred Heart Home for Children Vandavasi (Kancheepuram Road) Tiruvannamalai District,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
